1 []
2 []
3 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 75%', 'Left=320,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 70%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 60%', 'Left=605,', 'Top=353,', 'Right=654,', 'Bottom=380'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378']]
20 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 76%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 72%', 'Left=319,', 'Top=349,', 'Right=395,', 'Bottom=379'], ['car: 58%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 71%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378']]
21 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 75%', 'Left=44,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 68%', 'Left=323,', 'Top=349,', 'Right=431,', 'Bottom=377'], ['car: 58%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 69%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378']]
22 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 74%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=319,', 'Top=349,', 'Right=395,', 'Bottom=379'], ['car: 56%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380'], ['car: 69%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378']]
23 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 76%', 'Left=319,', 'Top=349,', 'Right=395,', 'Bottom=379'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 54%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
24 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=156,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 54%', 'Left=605,', 'Top=351,', 'Right=654,', 'Bottom=380']]
25 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 59%', 'Left=606,', 'Top=350,', 'Right=654,', 'Bottom=380'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378']]
26 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 79%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 60%', 'Left=607,', 'Top=350,', 'Right=653,', 'Bottom=380'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378']]
27 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 81%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 73%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 59%', 'Left=607,', 'Top=350,', 'Right=653,', 'Bottom=380']]
28 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 74%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 56%', 'Left=607,', 'Top=350,', 'Right=653,', 'Bottom=379']]
29 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 75%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 56%', 'Left=607,', 'Top=350,', 'Right=653,', 'Bottom=379']]
30 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 76%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 69%', 'Left=154,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 56%', 'Left=607,', 'Top=350,', 'Right=653,', 'Bottom=379']]
31 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 84%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 77%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 69%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 56%', 'Left=606,', 'Top=351,', 'Right=653,', 'Bottom=379']]
32 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 77%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 55%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=379']]
33 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=396,', 'Bottom=380'], ['car: 78%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 72%', 'Left=155,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 55%', 'Left=605,', 'Top=351,', 'Right=654,', 'Bottom=380']]
34 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 78%', 'Left=319,', 'Top=348,', 'Right=395,', 'Bottom=379'], ['car: 71%', 'Left=156,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 56%', 'Left=605,', 'Top=352,', 'Right=654,', 'Bottom=380']]
35 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=319,', 'Top=349,', 'Right=394,', 'Bottom=379'], ['car: 71%', 'Left=156,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 58%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
36 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=323,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 60%', 'Left=607,', 'Top=352,', 'Right=653,', 'Bottom=381'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378']]
37 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=323,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 61%', 'Left=607,', 'Top=352,', 'Right=653,', 'Bottom=381'], ['car: 70%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378']]
38 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=323,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 62%', 'Left=607,', 'Top=353,', 'Right=653,', 'Bottom=381'], ['car: 70%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378']]
39 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 63%', 'Left=606,', 'Top=353,', 'Right=653,', 'Bottom=380'], ['car: 68%', 'Left=323,', 'Top=349,', 'Right=430,', 'Bottom=377'], ['car: 71%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378']]
40 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 64%', 'Left=606,', 'Top=353,', 'Right=653,', 'Bottom=380'], ['car: 72%', 'Left=318,', 'Top=349,', 'Right=395,', 'Bottom=379'], ['car: 72%', 'Left=153,', 'Top=351,', 'Right=209,', 'Bottom=379']]
41 [['car: 90%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=322,', 'Top=349,', 'Right=431,', 'Bottom=377'], ['car: 64%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380'], ['car: 73%', 'Left=153,', 'Top=351,', 'Right=209,', 'Bottom=379']]
42 [['car: 89%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 72%', 'Left=322,', 'Top=349,', 'Right=432,', 'Bottom=377'], ['car: 74%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=379'], ['car: 63%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
43 [['car: 88%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 79%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 73%', 'Left=322,', 'Top=349,', 'Right=433,', 'Bottom=377'], ['car: 75%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 62%', 'Left=605,', 'Top=352,', 'Right=654,', 'Bottom=380']]
44 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 79%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=322,', 'Top=349,', 'Right=433,', 'Bottom=377'], ['car: 75%', 'Left=154,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 61%', 'Left=605,', 'Top=352,', 'Right=654,', 'Bottom=380']]
45 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 74%', 'Left=318,', 'Top=349,', 'Right=394,', 'Bottom=379'], ['car: 75%', 'Left=154,', 'Top=350,', 'Right=209,', 'Bottom=378'], ['car: 60%', 'Left=605,', 'Top=352,', 'Right=654,', 'Bottom=380']]
46 [['car: 89%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 82%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 76%', 'Left=318,', 'Top=349,', 'Right=394,', 'Bottom=379'], ['car: 75%', 'Left=154,', 'Top=350,', 'Right=209,', 'Bottom=378'], ['car: 59%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
47 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 81%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 77%', 'Left=318,', 'Top=349,', 'Right=394,', 'Bottom=379'], ['car: 74%', 'Left=155,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 58%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
48 [['car: 90%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=349,', 'Right=394,', 'Bottom=379'], ['car: 73%', 'Left=156,', 'Top=351,', 'Right=209,', 'Bottom=378'], ['car: 56%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
49 [['car: 91%', 'Left=403,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 79%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=349,', 'Right=393,', 'Bottom=379'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 55%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
50 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=349,', 'Right=393,', 'Bottom=379'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 54%', 'Left=606,', 'Top=351,', 'Right=654,', 'Bottom=380']]
51 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=349,', 'Right=393,', 'Bottom=379'], ['car: 69%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 55%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=380']]
52 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 78%', 'Left=318,', 'Top=349,', 'Right=393,', 'Bottom=379'], ['car: 68%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 55%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=380']]
53 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 79%', 'Left=318,', 'Top=349,', 'Right=393,', 'Bottom=379'], ['car: 79%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 69%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 56%', 'Left=607,', 'Top=351,', 'Right=654,', 'Bottom=380']]
54 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 80%', 'Left=318,', 'Top=348,', 'Right=393,', 'Bottom=379'], ['car: 78%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 69%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 58%', 'Left=606,', 'Top=352,', 'Right=654,', 'Bottom=380']]
55 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=393,', 'Bottom=379'], ['car: 77%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 70%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 60%', 'Left=605,', 'Top=352,', 'Right=654,', 'Bottom=380']]
56 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=452,', 'Bottom=377'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=393,', 'Bottom=380'], ['car: 76%', 'Left=43,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 61%', 'Left=604,', 'Top=352,', 'Right=654,', 'Bottom=380']]
57 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 76%', 'Left=44,', 'Top=351,', 'Right=81,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=377'], ['car: 60%', 'Left=605,', 'Top=352,', 'Right=655,', 'Bottom=380']]
58 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 76%', 'Left=44,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 73%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=377'], ['car: 58%', 'Left=606,', 'Top=352,', 'Right=655,', 'Bottom=380']]
59 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 76%', 'Left=44,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 73%', 'Left=157,', 'Top=351,', 'Right=209,', 'Bottom=377'], ['car: 56%', 'Left=605,', 'Top=352,', 'Right=655,', 'Bottom=379']]
60 [['car: 92%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 78%', 'Left=44,', 'Top=352,', 'Right=81,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 58%', 'Left=606,', 'Top=352,', 'Right=655,', 'Bottom=380']]
61 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=379'], ['car: 78%', 'Left=43,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 71%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 58%', 'Left=606,', 'Top=352,', 'Right=655,', 'Bottom=380']]
62 [['car: 91%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 80%', 'Left=43,', 'Top=351,', 'Right=82,', 'Bottom=375'], ['car: 69%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 57%', 'Left=605,', 'Top=351,', 'Right=655,', 'Bottom=380']]
63 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 80%', 'Left=43,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 69%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 54%', 'Left=605,', 'Top=351,', 'Right=655,', 'Bottom=380']]
64 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=376'], ['car: 82%', 'Left=318,', 'Top=348,', 'Right=394,', 'Bottom=380'], ['car: 80%', 'Left=44,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 70%', 'Left=158,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 54%', 'Left=604,', 'Top=351,', 'Right=655,', 'Bottom=380']]
65 [['car: 92%', 'Left=403,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 83%', 'Left=318,', 'Top=347,', 'Right=394,', 'Bottom=380'], ['car: 79%', 'Left=44,', 'Top=352,', 'Right=82,', 'Bottom=375'], ['car: 70%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=377'], ['car: 53%', 'Left=604,', 'Top=351,', 'Right=655,', 'Bottom=380']]
66 [['car: 93%', 'Left=404,', 'Top=354,', 'Right=453,', 'Bottom=377'], ['car: 83%', 'Left=318,', 'Top=348,', 'Right=395,', 'Bottom=380'], ['car: 79%', 'Left=44,', 'Top=352,', 'Right=83,', 'Bottom=375'], ['car: 72%', 'Left=157,', 'Top=351,', 'Right=208,', 'Bottom=378'], ['car: 54%', 'Left=604,', 'Top=351,', 'Right=655,', 'Bottom=380']]
