1 []
2 []
3 [['car: 99%', 'Left=455,', 'Top=267,', 'Right=896,', 'Bottom=586'], ['car: 99%', 'Left=159,', 'Top=351,', 'Right=473,', 'Bottom=560']]
46 [['car: 99%', 'Left=455,', 'Top=264,', 'Right=897,', 'Bottom=590'], ['car: 100%', 'Left=156,', 'Top=351,', 'Right=474,', 'Bottom=556']]
47 [['car: 100%', 'Left=455,', 'Top=264,', 'Right=896,', 'Bottom=590'], ['car: 100%', 'Left=156,', 'Top=351,', 'Right=474,', 'Bottom=556']]
48 [['car: 100%', 'Left=455,', 'Top=264,', 'Right=894,', 'Bottom=589'], ['car: 100%', 'Left=157,', 'Top=351,', 'Right=474,', 'Bottom=557']]
49 [['car: 100%', 'Left=455,', 'Top=264,', 'Right=894,', 'Bottom=589'], ['car: 100%', 'Left=157,', 'Top=351,', 'Right=473,', 'Bottom=557']]
50 [['car: 100%', 'Left=455,', 'Top=264,', 'Right=894,', 'Bottom=588'], ['car: 100%', 'Left=158,', 'Top=350,', 'Right=473,', 'Bottom=557']]
51 [['car: 100%', 'Left=454,', 'Top=264,', 'Right=894,', 'Bottom=588'], ['car: 100%', 'Left=158,', 'Top=350,', 'Right=474,', 'Bottom=556']]
52 [['car: 100%', 'Left=454,', 'Top=263,', 'Right=894,', 'Bottom=587'], ['car: 100%', 'Left=158,', 'Top=351,', 'Right=476,', 'Bottom=557']]
53 [['car: 99%', 'Left=454,', 'Top=264,', 'Right=894,', 'Bottom=586'], ['car: 100%', 'Left=158,', 'Top=351,', 'Right=478,', 'Bottom=557']]
54 [['car: 99%', 'Left=455,', 'Top=264,', 'Right=894,', 'Bottom=586'], ['car: 100%', 'Left=158,', 'Top=351,', 'Right=480,', 'Bottom=558']]
55 [['car: 99%', 'Left=456,', 'Top=264,', 'Right=894,', 'Bottom=586'], ['car: 100%', 'Left=158,', 'Top=351,', 'Right=482,', 'Bottom=558']]
56 [['car: 99%', 'Left=456,', 'Top=264,', 'Right=894,', 'Bottom=586'], ['car: 100%', 'Left=157,', 'Top=351,', 'Right=484,', 'Bottom=557']]
57 [['car: 99%', 'Left=456,', 'Top=264,', 'Right=894,', 'Bottom=586'], ['car: 100%', 'Left=156,', 'Top=352,', 'Right=484,', 'Bottom=557']]
58 [['car: 99%', 'Left=456,', 'Top=264,', 'Right=894,', 'Bottom=587'], ['car: 100%', 'Left=156,', 'Top=352,', 'Right=483,', 'Bottom=557']]
59 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=895,', 'Bottom=588'], ['car: 100%', 'Left=156,', 'Top=352,', 'Right=481,', 'Bottom=557']]
60 [['car: 99%', 'Left=457,', 'Top=262,', 'Right=894,', 'Bottom=589'], ['car: 100%', 'Left=156,', 'Top=351,', 'Right=478,', 'Bottom=556']]
61 [['car: 99%', 'Left=457,', 'Top=262,', 'Right=895,', 'Bottom=589'], ['car: 100%', 'Left=155,', 'Top=351,', 'Right=477,', 'Bottom=556']]
62 [['car: 99%', 'Left=457,', 'Top=263,', 'Right=894,', 'Bottom=588'], ['car: 100%', 'Left=155,', 'Top=351,', 'Right=476,', 'Bottom=556']]
63 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=895,', 'Bottom=588'], ['car: 100%', 'Left=156,', 'Top=352,', 'Right=476,', 'Bottom=556']]
64 [['car: 99%', 'Left=456,', 'Top=264,', 'Right=895,', 'Bottom=588'], ['car: 100%', 'Left=155,', 'Top=352,', 'Right=475,', 'Bottom=555']]
65 [['car: 99%', 'Left=455,', 'Top=264,', 'Right=895,', 'Bottom=589'], ['car: 100%', 'Left=153,', 'Top=353,', 'Right=476,', 'Bottom=555']]
66 [['car: 99%', 'Left=455,', 'Top=264,', 'Right=896,', 'Bottom=589'], ['car: 100%', 'Left=152,', 'Top=353,', 'Right=477,', 'Bottom=554']]
67 [['car: 99%', 'Left=456,', 'Top=264,', 'Right=896,', 'Bottom=588'], ['car: 100%', 'Left=152,', 'Top=353,', 'Right=478,', 'Bottom=554']]
68 [['car: 100%', 'Left=152,', 'Top=352,', 'Right=481,', 'Bottom=554'], ['car: 99%', 'Left=456,', 'Top=263,', 'Right=897,', 'Bottom=588']]
69 [['car: 100%', 'Left=153,', 'Top=352,', 'Right=482,', 'Bottom=554'], ['car: 99%', 'Left=456,', 'Top=263,', 'Right=896,', 'Bottom=588']]
70 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=896,', 'Bottom=587'], ['car: 100%', 'Left=154,', 'Top=351,', 'Right=484,', 'Bottom=554']]
71 [['car: 99%', 'Left=456,', 'Top=262,', 'Right=896,', 'Bottom=587'], ['car: 99%', 'Left=154,', 'Top=351,', 'Right=484,', 'Bottom=553']]
72 [['car: 99%', 'Left=456,', 'Top=262,', 'Right=896,', 'Bottom=587'], ['car: 99%', 'Left=155,', 'Top=350,', 'Right=484,', 'Bottom=553']]
73 [['car: 99%', 'Left=456,', 'Top=262,', 'Right=896,', 'Bottom=587'], ['car: 99%', 'Left=156,', 'Top=349,', 'Right=483,', 'Bottom=553']]
74 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=896,', 'Bottom=587'], ['car: 99%', 'Left=156,', 'Top=349,', 'Right=483,', 'Bottom=553']]
75 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=896,', 'Bottom=588'], ['car: 100%', 'Left=156,', 'Top=349,', 'Right=481,', 'Bottom=552']]
76 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=896,', 'Bottom=588'], ['car: 100%', 'Left=155,', 'Top=349,', 'Right=479,', 'Bottom=552']]
77 [['car: 99%', 'Left=456,', 'Top=263,', 'Right=897,', 'Bottom=588'], ['car: 100%', 'Left=154,', 'Top=349,', 'Right=477,', 'Bottom=552']]
78 [['car: 99%', 'Left=455,', 'Top=263,', 'Right=897,', 'Bottom=589'], ['car: 100%', 'Left=154,', 'Top=349,', 'Right=476,', 'Bottom=552']]
79 [['car: 100%', 'Left=455,', 'Top=262,', 'Right=898,', 'Bottom=589'], ['car: 100%', 'Left=154,', 'Top=349,', 'Right=476,', 'Bottom=553']]
80 [['car: 99%', 'Left=454,', 'Top=262,', 'Right=899,', 'Bottom=589'], ['car: 100%', 'Left=154,', 'Top=349,', 'Right=476,', 'Bottom=553']]
81 [['car: 100%', 'Left=154,', 'Top=350,', 'Right=475,', 'Bottom=554'], ['car: 99%', 'Left=454,', 'Top=262,', 'Right=900,', 'Bottom=589']]
82 [['car: 100%', 'Left=153,', 'Top=350,', 'Right=475,', 'Bottom=553'], ['car: 99%', 'Left=454,', 'Top=262,', 'Right=900,', 'Bottom=589']]
83 [['car: 100%', 'Left=153,', 'Top=351,', 'Right=477,', 'Bottom=553'], ['car: 99%', 'Left=454,', 'Top=263,', 'Right=900,', 'Bottom=588']]
84 [['car: 100%', 'Left=151,', 'Top=352,', 'Right=479,', 'Bottom=552'], ['car: 99%', 'Left=454,', 'Top=263,', 'Right=899,', 'Bottom=587']]
85 [['car: 100%', 'Left=151,', 'Top=353,', 'Right=481,', 'Bottom=552'], ['car: 99%', 'Left=455,', 'Top=264,', 'Right=898,', 'Bottom=587']]
86 [['car: 99%', 'Left=151,', 'Top=353,', 'Right=480,', 'Bottom=552'], ['car: 99%', 'Left=456,', 'Top=264,', 'Right=898,', 'Bottom=586']]
87 [['car: 99%', 'Left=152,', 'Top=352,', 'Right=479,', 'Bottom=553'], ['car: 100%', 'Left=472,', 'Top=261,', 'Right=921,', 'Bottom=587']]
88 [['car: 99%', 'Left=153,', 'Top=352,', 'Right=478,', 'Bottom=553'], ['car: 99%', 'Left=456,', 'Top=264,', 'Right=897,', 'Bottom=586']]
89 [['car: 99%', 'Left=153,', 'Top=351,', 'Right=477,', 'Bottom=554'], ['car: 99%', 'Left=456,', 'Top=263,', 'Right=897,', 'Bottom=587']]
90 [['car: 100%', 'Left=154,', 'Top=351,', 'Right=476,', 'Bottom=554'], ['car: 99%', 'Left=457,', 'Top=263,', 'Right=897,', 'Bottom=588']]
91 [['car: 100%', 'Left=155,', 'Top=351,', 'Right=476,', 'Bottom=555'], ['car: 100%', 'Left=473,', 'Top=260,', 'Right=919,', 'Bottom=588']]
92 [['car: 100%', 'Left=155,', 'Top=351,', 'Right=474,', 'Bottom=556'], ['car: 100%', 'Left=473,', 'Top=260,', 'Right=919,', 'Bottom=589']]
93 [['car: 100%', 'Left=156,', 'Top=352,', 'Right=473,', 'Bottom=557'], ['car: 100%', 'Left=472,', 'Top=260,', 'Right=920,', 'Bottom=589']]
94 [['car: 100%', 'Left=157,', 'Top=352,', 'Right=473,', 'Bottom=559'], ['car: 99%', 'Left=456,', 'Top=262,', 'Right=897,', 'Bottom=589']]
95 [['car: 100%', 'Left=158,', 'Top=353,', 'Right=474,', 'Bottom=560'], ['car: 100%', 'Left=455,', 'Top=263,', 'Right=897,', 'Bottom=589']]
96 [['car: 100%', 'Left=454,', 'Top=263,', 'Right=898,', 'Bottom=589'], ['car: 100%', 'Left=159,', 'Top=353,', 'Right=476,', 'Bottom=560']]
97 [['car: 100%', 'Left=454,', 'Top=263,', 'Right=898,', 'Bottom=589'], ['car: 100%', 'Left=159,', 'Top=354,', 'Right=476,', 'Bottom=562']]
98 [['car: 100%', 'Left=453,', 'Top=265,', 'Right=899,', 'Bottom=588'], ['car: 100%', 'Left=160,', 'Top=355,', 'Right=477,', 'Bottom=562']]
99 [['car: 100%', 'Left=452,', 'Top=266,', 'Right=900,', 'Bottom=587'], ['car: 100%', 'Left=160,', 'Top=356,', 'Right=478,', 'Bottom=563']]
100 [['car: 100%', 'Left=452,', 'Top=267,', 'Right=901,', 'Bottom=586'], ['car: 100%', 'Left=161,', 'Top=357,', 'Right=481,', 'Bottom=563']]
