1 []
2 []
3 [['car: 88%', 'Left=694,', 'Top=384,', 'Right=795,', 'Bottom=431']]
90 [['car: 95%', 'Left=368,', 'Top=256,', 'Right=929,', 'Bottom=639']]
91 [['car: 95%', 'Left=368,', 'Top=256,', 'Right=929,', 'Bottom=639']]
92 [['car: 96%', 'Left=369,', 'Top=255,', 'Right=929,', 'Bottom=639']]
93 [['car: 96%', 'Left=370,', 'Top=255,', 'Right=929,', 'Bottom=639']]
94 [['car: 96%', 'Left=370,', 'Top=254,', 'Right=928,', 'Bottom=639']]
95 [['car: 96%', 'Left=370,', 'Top=255,', 'Right=928,', 'Bottom=638']]
96 [['car: 96%', 'Left=369,', 'Top=254,', 'Right=928,', 'Bottom=639']]
97 [['car: 96%', 'Left=368,', 'Top=253,', 'Right=929,', 'Bottom=639']]
98 [['car: 96%', 'Left=368,', 'Top=253,', 'Right=930,', 'Bottom=640']]
99 [['car: 95%', 'Left=368,', 'Top=254,', 'Right=930,', 'Bottom=640']]
100 [['car: 95%', 'Left=368,', 'Top=255,', 'Right=930,', 'Bottom=640']]
